index	hash	title	smName	artist	version	levels	displayBpm	abcSort	dAudioUrl	sampleStart	sampleLength	useSsc
213	d0q8IDbqDI686q9Dl09ll0Id6bIio9Pd	Bad Routine	Bad Routine	D.J. Spugna	8	3,5,7,9,,4,8,9,	130	B	lkqfus18khjpo03/Bad%20Routine.mp3	31.406	15	
214	9qbdq1PiI1O81P1PdioQli66Ob9QiiQP	bag	bag	RevenG	7	2,7,11,13,13,7,12,13,13	65	B	xjtw0e5o0xhzbh9/bag.mp3	11.075	15	
215	lii9bbbIq08b6DIdQ16Q0QOPiOibliIO	Baile Le Samba	Baile Le Samba	Big Idea	8	1,3,10,11,,3,6,10,	92	B	f2mon42nec86nk5/Baile%20Le%20Samba.mp3	24.135	15	
216	ObP1P1OoDII9b9ll698Q981ilIddb8Id	BALLAD FOR YOU～想いの雨～	BALLAD FOR YOU	NM feat. Thomas Howard	8	2,5,7,8,,4,7,9,	65	B	h6gqjz1cr6291l5/BALLAD%20FOR%20YOU.mp3	51.423	15	
217	9ib91bdq6i11l69d081qDD989Q0qO0qI	BALLAD THE FEATHERS	BALLAD THE FEATHERS	SHIN SOUND DESIGN feat.Naomi Koizumi	11	1,4,7,10,8,4,7,11,8	132	B	v7bxal4ylr1gllo/BALLAD%20THE%20FEATHERS.mp3	51.32	15	
218	18id0bi1Q6lbl0091iP0QoOIq9DDPo9I	bass 2 bass	bass 2 bass	Ryu☆	15	2,5,9,12,,5,10,12,	140	B	2wqmokruntoccd8/bass%202%20bass.mp3	34.308	15	
219	dOb880lOloIIod00PQ1iQOQqlOOQ0Ql0	Be a Hero!	Be a Hero!	中島由貴	15	7,9,13,17,,10,14,17,	190	B	vuj9bqojk9ccjzs/Be%20a%20Hero%21.mp3	70.125	15	
220	d18DI8bO1lql60Ol1dqQlI8qIobl191P	Beautiful Dream	Beautiful Dream	REDALiCE feat. anporin	13	3,7,9,12,15,7,9,12,15	182	B	9fj0puxvya3ectd/Beautiful%20Dream.mp3	45.617	15	
221	d0IiI99IlI00lq606l68qOIl8PidiOlO	Beautiful Inside (Cube::Hard Mix)	Beautiful Inside (Cube Hard Mix)	NM feat. Alison Wade	10	3,5,7,10,,4,7,11,	110	B	gy9pdcrnuhpijr0/Beautiful%20Inside%20%28Cube%20Hard%20Mix%29.mp3	57.263	15	
222	00q86iQQIIiOlqi6Doqi6b9PiOodo10O	Believe	Believe	Chaos Featuring CeCe Peniston	15	2,4,9,11,,5,9,11,	128	B	p44mg272afnh2cx/Believe.mp3	61.04	15	
223	P0O81Dl9Oiiid8bdOi0oqbD8DqolObbP	BE LOVIN	BE LOVIN	D-Crew	7	4,5,9,12,,5,10,12,	185	B	o3ieifmbebrrji4/BE%20LOVIN.mp3	10.357	15	
224	OO1oqdIPP80QdoP11QP61OdDb0lI1qIq	BLACK JACKAL	BLACK JACKAL	Akira Complex	16	3,7,11,15,,7,11,15,	150	B	8qkc452udb5zxtj/BLACK%20JACKAL.mp3	84.777	15	
225	8IdlOq1qI8OO1PP88I6olPiI6IqqqIIO	Blew My Mind	Blew My Mind	Sota F.	13	4,9,12,16,18,9,12,16,18	95-380	B	qaqj2k9iv5yv5ig/Blew%20My%20Mind.mp3	26.526	15	
226	PP9QDQ0IQQID00P61d8qdDdP09b19iiI	Blind Justice ～Torn souls, Hurt Faiths ～	Blind Justice ~Torn souls Hurt Faiths~	Zektbach	9	3,5,8,12,,5,8,12,	137-165	B	ridevtrvssww451/Blind%20Justice%20~Torn%20souls%20Hurt%20Faiths~.mp3	11.64	15	
227	oQ0bqIQ8DdPlilO000DQloOo6Od8IdQ6	Bloody Tears(IIDX EDITION)	Bloody Tears (IIDX EDITION)	DJ YOSHITAKA	9	4,5,6,11,,5,7,11,	170	B	pdcid355kojgmz5/Bloody%20Tears%20%28IIDX%20EDITION%29.mp3	16.8	15	
228	I9Ob6PlIiOQl6iQ6qO6QO0iQ1ld9DDO0	BLSTR	BLSTR	Ujico*	16	3,9,12,16,,9,12,16,	160	B	9f23lag3e1mg5z4/BLSTR.mp3	73.422	15	
229	PO68qOQI1oo8iQidQ9iIi9o9PPOD9OP6	Blue Rain	Blue Rain	dj TAKA VS Ryu☆	10	2,5,6,11,,5,7,11,	144	B	e9mt9iihubsdem8/Blue%20Rain.mp3	15.83	15	
230	18ibQ9qbqOI91Q1iiiOd990OPo1q1dPI	Bombay Bomb	Bombay Bomb	Jena Rose	13	2,6,10,12,,6,10,12,	145	B	bb374dm9inryxrn/Bombay%20Bomb.mp3	8.27	15	
231	QbD9QQP9bqoD00bQQl8obibP9PloQ9Qo	Boss Rush	Boss Rush	USAO	15	4,10,14,16,,10,14,16,	95-190	B	5z9ixnrpr5s2b1j/Boss%20Rush.mp3	82.105	15	
232	l81l981iPod0PDIIObIldoQb6Ol9o1Iq	Bounce Trippy	Bounce Trippy	Dustvoxx	16	4,8,11,14,,8,11,14,	185	B	n1s309aedq7zwuw/Bounce%20Trippy.mp3	84.326	15	
233	D0dI08oDqi11Oo819D6ob1dlDbPlIPl0	Brazilian Anthem	Brazilian Anthem	Berimbau '66	8	3,5,8,12,,5,8,10,	130	B	ne24ejbcijck9ge/Brazilian%20Anthem.mp3	1.023	15	
234	bqQ1OQDidQD8QbIqql06O6o1QD6oOodP	BRE∀K DOWN！	BREAK DOWN!	BeForU	6	3,5,8,12,,5,8,13,	190	B	2g7cbsjj2iqthuc/BREAK%20DOWN%21.mp3	48.935	15	
235	6DP8POdO1PiP0D8il08Po6iD8oI9Pidl	Break Free	Break Free	Ariana Grande feat. Zedd	15	3,6,9,11,,6,9,11,	130	B	diqeyyrqqsfd9id/Break%20Free.mp3	53.534	15	
236	DblIbDd6lQQQoO9bloOI9iIqO1IiQoID	BRILLIANT 2U	BRILLIANT 2U	NAOKI	1	3,6,6,10,10,6,7,9,10	150	B	cnlzt0d3quionll/BRILLIANT%202U.mp3	27.197	15	
237	d11l6160iiP1bDbQPQl0Pi8lddlld80i	BRILLIANT 2U ("STREAM" Special)	BRILLIANT 2U (STREAM Special)	NAOKI	9	,,,,13,,,,13	150	B	95mos1cidafaenj/BRILLIANT%202U%20%28STREAM%20Special%29.mp3	27.2	15	
238	6l0iQ18D0I00P89lIqI8bl9biIOi018O	BRILLIANT 2U (AKBK MIX)	BRILLIANT 2U (AKBK MIX)	NAOKI	12	3,7,11,15,,7,11,15,	162	B	xkem6rxkee71ekf/BRILLIANT%202U%20%28AKBK%20MIX%29.mp3	38.54	15	
239	i18OPo6l8Q6bo9q0qP6889IDqoP8O0Qq	BRILLIANT 2U(K.O.G G3 MIX)	BRILLIANT 2U(K.O.G G3 MIX)	NAOKI	6	,,,,10,,,,9	170	B	d4bdh3q4mdx4mbx/BRILLIANT%202U%28K.O.G%20G3%20MIX%29.mp3	50.824	15	
240	DbPodlqiOQdD88bo8lPO9D6iql1DO8P0	BRILLIANT 2U(Orchestra Groove)	BRILLIANT 2U(Orchestra Groove)	NAOKI	1	4,6,8,9,12,6,8,9,12	150	B	g6cfn6odqfvvtlv/BRILLIANT%202U%28Orchestra%20Groove%29.mp3	27.206	15	
241	iIP09bOq1l1b9b1l011IDIQ6Iill90Io	BROKEN MY HEART	BROKEN MY HEART	NAOKI feat. PAULA TERRY	4	3,5,7,12,,5,9,12,	160	B	3elg6bwao29pjf0/BROKEN%20MY%20HEART.mp3	36.33	15	
242	i86qD6Pl61dPI0Q9db1P8bl1ii99q1lD	BURNING HEAT！（3 Option MIX）	BURNING HEAT! (3 Option MIX)	Mr.T with Motoaki. F	6	3,4,8,13,,4,7,12,	166	B	g1aqykbnfxvll1i/BURNING%20HEAT%21%20%283%20Option%20MIX%29.mp3	13.741	15	
243	ii6Oooool0IoOqi1qdDo96QIil6IoOq0	BURNIN' THE FLOOR	BURNIN' THE FLOOR	NAOKI	3	3,5,8,10,,5,7,10,	155	B	vcocjoo7rkt7xrw/BURNIN%27%20THE%20FLOOR.mp3	40.243	15	
244	QdbPPPDlIQiI191qPdblO01O8P8o6D68	BURNIN' THE FLOOR(BLUE FIRE mix)	BURNIN' THE FLOOR (BLUE FIRE mix)	NAOKI	6	,,,,10,,,,10	155	B	sijm2nmlcgmldwo/BURNIN%27%20THE%20FLOOR%20%28BLUE%20FIRE%20mix%29.mp3	65.012	15	
245	6dQQd1d1OQlqQdQ98i01DQ1i9P6QDQdQ	BUTTERFLY (20th Anniversary Mix)	BUTTERFLY (20th Anniversary Mix)	BEMANI Sound Team "Sota F."	16	3,6,9,12,,6,10,12,	140	B	vjpqo0neh82lsfg/BUTTERFLY%20%2820th%20Anniversary%20Mix%29.mp3	30.857	15	
246	6Qq1q91q8iIPlI89qDq96bO8QDD0qOql	B4U	B4U	NAOKI	3	3,5,7,10,,5,8,10,	155	B	sw751vp2q3iyuoo/B4U.mp3	26.308	15	
247	6boDb6Pdd6QDP1oPdlQ0Qo1ld0lQb6P6	B4U ("VOLTAGE" Special)	B4U (VOLTAGE Special)	NAOKI	9	,,,,14,,,,15	155	B	jj1069die8lme6t/B4U%20%28VOLTAGE%20Special%29.mp3	26.32	15	
248	POIDil00didIo98D10loIObibPOob88O	B4U(B4 ZA BEAT MIX)	B4U(B4 ZA BEAT MIX)	NAOKI	6	,,,,10,,,,10	170	B	j4ppn3qktp2azw4/B4U%28B4%20ZA%20BEAT%20MIX%29.mp3	26.824	15	
249	DObld6O6OdblOo1di9dlP86DO909O6qI	cachaca	cachaca	Mokky de Yah Yah's	8	1,3,7,12,,4,9,11,	128	C	r2wjijzkpscdsjd/cachaca.mp3	18.748	15	
250	68dqbIdOiiiiddlbb1OD66qq6d80I6D8	Can Be Real	Can Be Real	Vision F	8	3,4,6,10,,3,6,10,	132	C	u7az11rbzm21m7c/Can%20Be%20Real.mp3	59.948	15	
251	1Qqo9bID18OdiI1Qb0lP9DIqIO6ldPOP	CANDY♡	CANDY HEART	小坂りゆ	6	4,5,7,10,,4,6,10,	180	C	chvugkb7zded69f/CANDY%20HEART.mp3	36	15	
252	OPbqldiq0dQIo1011086IOl1qbOloOl9	CANDY☆	CANDY STAR	Luv UNLIMITED	5	4,6,7,11,,5,8,11,	192	C	0q10x1rey8ex0ib/CANDY%20STAR.mp3	33.753	15	
253	0qP01Q60boPPlQ8qO6O6q89iI91Pl0PP	CANDY☆(X-Special)	CANDY(X-Special)	Luv UNLIMITED	10	,,,,12,,,,13	192	C	yj5q2hg9eezqxka/CANDY%28X-Special%29.mp3	33.75	15	
254	ioi6db99oOPPDd1db888D6oi6bb06o0P	CAN'T STOP FALLIN' IN LOVE	CAN'T STOP FALLIN' IN LOVE	NAOKI	3	3,5,6,11,,5,6,12,	155	C	5m6xv4mfarve3st/CAN%27T%20STOP%20FALLIN%27%20IN%20LOVE.mp3	38.708	15	
255	DOqPd1Iid6oObd8i96I9oo8obbODb96o	CAN'T STOP FALLIN' IN LOVE ～SPEED MIX～	CAN'T STOP FALLIN' IN LOVE ~SPEED MIX~	NAOKI	4	4,6,9,12,,5,9,12,	170	C	qjruatnykt9fqmr/CAN%27T%20STOP%20FALLIN%27%20IN%20LOVE%20~SPEED%20MIX~.mp3	35.293	15	
256	8IdP90DQDi9bqodPqDQIIqOqOO08PPio	CAN'T STOP FALLIN' IN LOVE -super euro version-	CAN'T STOP FALLIN' IN LOVE -super euro version-	NAOKI with Y&Co.	8	3,4,7,8,,1,5,8,	155	C	di2oqcn8pzf8l5e/CAN%27T%20STOP%20FALLIN%27%20IN%20LOVE%20-super%20euro%20version-.mp3	46.424	15	
257	Iqo9PQiPbq8Q0I6io6lPIDi608lQqbbq	CaptivAte～誓い～	CaptivAte~CHIKAI~	DJ YOSHITAKA feat.A/I	9	4,5,8,13,,5,8,13,	160	C	ansydcdvkqc3cqw/CaptivAte~CHIKAI~.mp3	85.51	15	
258	8Io6oi89Q8DblI8IPdPPI0q98Ql9o98Q	CARTOON HEROES (20th Anniversary Mix)	CARTOON HEROES (20th Anniversary Mix)	nc ft.Jasmine And DARIO TODA	16	4,9,14,16,,10,13,16,	170	C	7j8dm83ojymj3c1/CARTOON%20HEROES%20%2820th%20Anniversary%20Mix%29.mp3	55.035	15	
259	P6id8qqolbP0oqO060OOqbl60DI9iQoQ	Catch Our Fire!	Catch Our Fire!	中島由貴	15	5,10,13,17,,9,14,18,	190	C	59wvbz82wn1pjnf/Catch%20Our%20Fire%21.mp3	56.68	15	
260	i0bdP6II6dqb6lbQQ9q9OQq68i1qPddO	CELEBRATE NITE	CELEBRATE NITE	N.M.R	3	3,6,8,11,,6,8,10,	144	C	8scwl1jscqz41cy/CELEBRATE%20NITE.mp3	68.277	15	
261	O6q1o06Po9lQbqOl08Io1obqQ9QPi09b	CELEBRATE NITE(EURO TRANCE STYLE)	CELEBRATE NITE(EURO TRANCE STYLE)	N.M.R	6	,,,,11,,,,10	144	C	n2w204ave0dzxr7/CELEBRATE%20NITE%28EURO%20TRANCE%20STYLE%29.mp3	21.667	15	
262	bd8o99iPI9lqOl1Q8P68lbQOlo8Oq1qO	CENTAUR	CENTAUR	Jimmy Weckl	8	4,6,9,12,,6,9,12,	140	C	icvbxtqudwdnyva/CENTAUR.mp3	1.721	15	
263	qD8Q180QlIi11o1IiI6DPoqolqoD61Ib	CG Project	CG Project	Latenighters	11	3,5,9,12,,5,9,13,	200	C	04dqvnerz8jgyum/CG%20Project.mp3	20.4	15	
264	q1q8IlPI1111D8IqiQ190qIoP0b0bIIo	Chance and Dice	Chance and Dice	日本少年	10	3,5,7,9,,4,7,10,	150	C	n3ranj57ec81n9l/Chance%20and%20Dice.mp3	57.53	15	
265	8o1iQPiId8P6Db9Iqo1Oo119QDoq8qQ8	CHAOS	CHAOS	DE-SIRE retunes	8	6,8,12,14,16,9,12,14,15	170	C	7c1nsfvkkmjza6q/CHAOS.mp3	1.467	15	
266	b16OP1o9qb6bQd66qOl98iq0boiQP919	CHAOS Terror-Tech Mix	CHAOS Terror-Tech Mix	ARM (IOSYS)	15	5,8,12,15,17,8,12,15,18	165	C	amfv3mxqzzwdfsq/CHAOS%20Terror-Tech%20Mix.mp3	97.448	15	TRUE
267	1iQIIPdQQOOlP9l90oPdIi60D9OOlqoQ	chaos eater	chaos eater	猫叉Master+	14	6,8,12,16,,8,12,16,	105-210	C	nasvoe6umlyzozz/chaos%20eater.mp3	77.711	15	
268	dd80OooqdOIi9O60i91PDdIPIbIiiD66	Children of the Beat	Children of the Beat	Harmony Machine	13	3,7,9,11,12,7,9,10,13	160	C	ifib3zi4dhp216q/Children%20of%20the%20Beat.mp3	85.05	15	
269	P8obb0oQq1lbb6Do01PPDI1o8ooO6Pb0	Chinese Snowy Dance	Chinese Snowy Dance	Mutsuhiko Izumi	13	4,7,12,16,,7,12,16,	175	C	luwxx21b9uqpz3p/Chinese%20Snowy%20Dance.mp3	4.114	15	
270	ioDOIO9iP8qqPiP9io9Ib1I91OoQ0q0O	CHOCOLATE PHILOSOPHY	CHOCOLATE PHILOSOPHY	常盤ゆう	15	2,4,8,9,12,4,8,10,12	110	C	k5sclkmd37v9ajq/CHOCOLATE%20PHILOSOPHY.mp3	40.926	15	
271	P8DQP9QIioPdi9IO6q0100PlQOIl86I9	Chronos	Chronos	TAG	12	1,4,8,12,15,4,8,12,15	128	C	empoq46306x61ee/Chronos.mp3	43.14	15	
272	d18bbq1l699OP9Di6q8oqD9oPb1o1P6I	Chronos (walk with you remix)	Chronos (walk with you remix)	BEMANI Sound Team "TAG"	15	3,7,10,14,,6,10,14,	74-148	C	edu7yy0zneppsgh/Chronos%20%28walk%20with%20you%20remix%29.mp3	50.268	15	
273	IO0IbQPOP6q8OddoiO99qq9I81l90D1i	Clarity	Clarity	Zedd feat. Foxes	16	2,4,7,9,,4,7,9,	128	C	45i1hnz44179kmn/Clarity.mp3	71.216	15	
274	d91lIllbboPd668QP88I06Q6QqooQiO1	Cleopatrysm	Cleopatrysm	ピラミッ℃	14	4,7,11,15,,7,11,15,	190	C	k2hwbii78vdfoza/Cleopatrysm.mp3	77.053	15	
275	odOQ1d1i6oil81b1QIDP6dOqqdooD918	Colors ～for EXTREME～	Colors ~for EXTREME~	dj TAKA	7	3,5,8,9,13,5,7,10,13	150	C	3hcosvzpqw8z5kh/Colors%20~for%20EXTREME~.mp3	77.96	15	
276	ilqiIlDdiQQ0oOIP8bPobDQqP0O90Q08	COME BACK TO MY HEART	COME BACK TO MY HEART	Another Infinity feat. Mayumi Morinaga	12	2,5,8,12,6,5,8,12,6	142	C	tvhp41k419qx2st/COME%20BACK%20TO%20MY%20HEART.mp3	1.3	15	
277	oIII9lI0q6i9Q0b18ldoI6o0PQ0qqD01	Come to Life	Come to Life	ARM (IOSYS) feat. Nicole Curry	15	4,8,12,16,18,8,13,16,18	90-180	C	f43nmi5aknro3jz/Come%20to%20Life.mp3	99.382	15	
278	1Ol1i86OQd61IlqPb9O1060l0OQDoDQI	Condor	Condor	Remo-con	13	2,6,9,13,15,6,9,13,15	142	C	61zzzcyr3clgdoi/Condor.mp3	42.26	15	
279	i19IOi90Dq90ll989iIdOP9diodqi968	Confession	Confession	trance star	13	2,4,7,12,14,4,7,12,14	150	C	az15skk05pxvit9/Confession.mp3	35.205	15	
280	dO9b8Id9QQ8DOO69Q0lqi6O9QlDPIPl9	Cosmic Hurricane	Cosmic Hurricane	TAG	12	3,6,9,13,15,6,9,13,15	188	C	nxkno7ye3of88it/Cosmic%20Hurricane.mp3	74.69	14	
281	9QIo1lbD1ldlqPO0iD68io69Pd8b01Do	Cosy Catastrophe	Cosy Catastrophe	SYUNN	15	6,9,13,16,18,10,13,16,18	90-360	C	czouo6uef9xdvog/Cosy%20Catastrophe.mp3	13.328	15	
282	1DD68qQdqQ0i6bQ61ddQ06ql1D6O1l6P	Crazy Control	Crazy Control	D-crew with VAL TIATIA	11	1,4,6,9,12,4,7,10,12	105	C	uqyc0hak7uqv2xr/Crazy%20Control.mp3	59.16	15	
283	dq6b0b6OD9DbDPQOO608oDo8Q80ODIqO	Crazy Hot	Crazy Hot	NJK Record feat.nachi	17	,,,13,,6,10,13,	162	C	0quc58v71v9bh4r/Crazy%20Hot.mp3	62.222	15	
284	i0dqDPqDll9il0b6qoDPd19OQ0qO9qDO	CRAZY♥LOVE	CRAZY LOVE	jun	12	3,6,12,15,,7,12,15,	89-177	C	59og8ed8yfok8u9/CRAZY%20LOVE.mp3	39.34	15	
285	OdQqDiIDbD6ioi60ob6lDOlD8oio9l0b	Crazy Shuffle	Crazy Shuffle	Yooh	16	2,5,10,13,,5,10,13,	128	C	d0yhegc10qcy9sn/Crazy%20Shuffle.mp3	95.591	15	
286	Q0o8olIPb1iOo0loPPQI0PddI0qlb1Db	CROSS	CROSS	TeddyLoid	16	1,5,10,13,,5,10,14,	150	C	v8kg263ruvdcou0/CROSS.mp3	52.836	15	
287	ilIbq9Db1d86PIo0b96qdd0oPOQ6bqi1	CURUS	CURUS	D-crew	8	2,3,7,10,,4,5,12,	184-188	C	jywy62fwn5rw5fn/CURUS.mp3	75.191	15	
288	di9ddbd1lb80q98ODdod0ODQ0q6PdQP1	CUTIE CHASER	CUTIE CHASER	CLUB SPICE	2	3,5,7,10,,5,7,10,	126	C	8nagb17kmw82xx8/CUTIE%20CHASER.mp3	36.153	15	
289	doQI0i6lQbOo66DOi6olPqOPqIqO8Qd1	CUTIE CHASER(MORNING MIX)	CUTIE CHASER(MORNING MIX)	CLUB SPICE	7	3,3,4,9,,4,6,9,	126	C	oytjmu33qxlydae/CUTIE%20CHASER%28MORNING%20MIX%29.mp3	35.676	15	
290	1qPIiqqQo0P9dD90I11q90b0ooIidbPO	CyberConnect	CyberConnect	Blacklolita	16	2,7,11,15,,7,11,15,	150	C	uk0hrladbqha4c5/CyberConnect.mp3	79.541	15	
291	ibl00b69Oli68l96d6o1P1ob8QPillbO	Cytokinesis	Cytokinesis	Hommarju	15	4,8,10,14,,8,10,14,	111-280	C	v93rkvxj4b02joj/Cytokinesis.mp3	96.654	15	
292	ldlqDQ0bb8d9do86o898P0qo1OlD88qD	Daily Lunch Special	Daily Lunch Special	Lucky Vacuum	14	3,7,10,14,,7,10,14,	205	D	0s3ho1q9usisaiu/Daily%20Lunch%20Special.mp3	19.755	15	
293	Oi1DI99DO6i6llQ8DDD6oDqOQqiP118d	DANCE ALL NIGHT (DDR EDITION)	DANCE ALL NIGHT (DDR EDITION)	Sota Fujimori	15	1,5,8,10,,5,8,10,	144	D	dlhv6smogudo66e/DANCE%20ALL%20NIGHT%20%28DDR%20EDITION%29.mp3	86.634	15	
294	I8ql1i90i80oDO0Q9qdIliIqPq66lQd0	Dance Celebration	Dance Celebration	Bill Hamel feat. Kevens	10	2,5,8,11,12,6,7,11,12	130	D	see8w9xqkdbl9gf/Dance%20Celebration.mp3	35.08	15	
295	98D001P6b696O18P8qiIOl811bq1oQ16	Dance Celebration (System 7 Remix)	Dance Celebration (System 7 Remix)	Bill Hamel feat. Kevens	10	3,6,9,13,,7,8,13,	132	D	t5hb8q9a3g7taiz/Dance%20Celebration%20%28System%207%20Remix%29.mp3	20	15	
296	6lQ9iQdq8P0Q11q9O8dbl9Q9Pi8bIb98	Dance Dance Revolution	Dance Dance Revolution	DDR ALL STARS	7	5,6,8,12,12,6,8,12,11	150	D	ywdvp7kfvfludi6/Dance%20Dance%20Revolution.mp3	28.801	15	
297	6o966dbdo9dPIil6qQ09d1I0o0Qld611	Dance Dance Revolution(X-Special)	Dance Dance Revolution(X-Special)	DDR ALL STARS	10	,,,,13,,,,13	150	D	g0vaocth3mp9fft/Dance%20Dance%20Revolution%28X-Special%29.mp3	28.8	15	
298	Io9i8oQlbO1QqIdbbDPQl6b00OIPlIOP	Dance Floor	Dance Floor	neuras feat. Yurai	10	2,5,6,9,,5,7,10,	120	D	9dvei3nmngbdocc/Dance%20Floor.mp3	37.75	15	
299	QbI1i8Q8o06qQQIqllQ6091l998D0qIi	Dance Partay	Dance Partay	DKC Crew	14	2,5,7,11,13,5,8,11,12	135	D	d7h49gkcv09yvug/Dance%20Partay.mp3	44.4	15	
300	ddOqqDI91bqqiOoll6I0i16i1P18019q	Dancer in the flare	Dancer in the flare	猫叉Master	15	3,6,10,13,,6,11,13,	132	D	t4eian2ckbpa9wx/Dancer%20in%20the%20flare.mp3	74.572	15	
301	DdIbd6Pbl910P6QOqD6iQI0l0b1qdI8q	dazzle	dazzle	kobo feat. kr\:agué	10	2,4,8,10,,4,8,10,	98	D	qhcyb2dt41tiu0p/dazzle.mp3	80.81	15	
302	IPdDlblblqO1do9IQbDoi0iOoPDoiDlI	Dazzlin' Darlin	Dazzlin' Darlin	HHH	11	2,6,9,11,,6,10,12,	149	D	tb8kjqfkr9qnnlo/Dazzlin%27%20Darlin.mp3	88.98	15	
303	69l8lOiooPPPqb9Io9Il01dPD0Q988Iq	Dazzlin' Darlin-秋葉工房mix-	Dazzlin' Darlin-AKBKmix-	Remixed by DJ Command	11	3,5,8,11,,5,7,12,	160	D	04yv97yxrh8m5k2/Dazzlin%27%20Darlin-AKBKmix-.mp3	82.86	15	
304	8dbiodDo1i6IolDQdqdOoqDDD90q6liQ	DDR MEGAMIX	DDR MEGAMIX	DDR	15	6,8,13,15,16,8,13,16,17	65-333	D	ipj06sfghijdep1/DDR%20MEGAMIX.mp3	2	15	
305	P98dl8qdoilqbPqIO86ood601o1696D8	DEAD END	DEAD END	N & S	2	4,7,10,12,,8,9,13,	190	D	ma44lhvu0kyhfsh/DEAD%20END.mp3	54.317	15	
306	PooiIP8qP0IPd9D1Ibi6l9bDoqdi9P8O	DEAD END ("GROOVE RADAR" Special)	DEAD END (GROOVE RADAR Special)	N & S	9	,,,,18,,,,18	95-380	D	atsd90r1whhuhe5/DEAD%20END%20%28GROOVE%20RADAR%20Special%29.mp3	13.88	15	
307	6iO8d9ld00I6lDIO6qbOldP99oqloqb9	Dead Heat	Dead Heat	Maozon	16	4,6,10,14,,6,10,14,	177	D	pwsk17z20appr56/Dead%20Heat.mp3	26.657	15	
308	il0QbI6IOIidllO108olqd8i9Pb1Oq8Q	Decade	Decade	kors k Vs. dj TAKA	11	2,5,8,11,,5,8,12,	148	D	6mte97mpv6u47dg/Decade.mp3	75.42	15	
309	QQldo10ObPPQPlliODiDIIl0Q1oPoo61	ΔMAX	deltaMAX	DM Ashura	11	3,5,13,17,17,8,14,17,18	100-573	D	wyd293b4q873rak/deltaMAX.mp3	52.23	15	
310	PI1DiP0bIi8PodP6O1i8P0P1i8iI1oD8	Desert Journey	Desert Journey	dj TAKA	13	3,5,8,12,15,5,8,12,15	140	D	rxn0phonyqwvbgt/Desert%20Journey.mp3	15.43	15	
311	9dD6dlq01qd80loD6OOQb60ql6P6068O	Destination	Destination	Sota F.	14	4,9,12,15,,9,12,15,	85-170	D	4xi45qyjfn0j5oy/Destination.mp3	70.586	15	
312	98q8616ddDIqdo1dbqbO0Po96oldo1Oo	DESTINY	DESTINY	NAOKI feat. PAULA TERRY	6	3,3,7,10,,3,8,11,	155	D	rgs0f566vft8d2t/DESTINY.mp3	69.563	15	
313	1diQi81loIodIdOlQ8Pd6Qd8b69Q1DP8	Destiny lovers	Destiny lovers	くにたけみゆき	7	3,4,7,13,,4,7,12,	170	D	9cxlqls3446rat9/Destiny%20lovers.mp3	51.766	15	
314	Pi81dQi00lo9i1Pib91lQ01i0biIbPIP	DeStRuCtIvE FoRcE	DeStRuCtIvE FoRcE	BADMYTH	17	,,,13,,6,9,13,	89-177	D	g4cp2ucrwwul826/DeStRuCtIvE%20FoRcE.mp3	89.492	15	
315	QPol19bIb009IDOPildbi1QPdPlO0dq9	Determination	Determination	柊木りお	15	2,5,8,14,,6,9,14,	230	D	dto3a8bvh1mgbk3/Determination.mp3	72.216	15	
316	19b01l0QPiDlDQb6lqd0dQ8Qlld6Dl6l	Diamond Dust	Diamond Dust	TAG	12	1,5,7,10,13,5,8,11,13	148	D	fscwwky5538gjaa/Diamond%20Dust.mp3	17.86	15	
317	QD6b8i08P1IQloIPOPiqlIPoDlPi9DPI	Diamond Night	Diamond Night	TOMOSUKE feat. Alexa Slaymaker	13	3,5,8,12,14,5,8,11,14	135	D	thhv91im6ecwvka/Diamond%20Night.mp3	37.222	15	
318	0dOOOolo0P6180OQDo16DdO6o6D8O8lQ	DIGITAL LUV	DIGITAL LUV	ハレトキドキ	16	2,5,9,12,,5,9,12,	154	D	6igca3ezj0kc1ln/DIGITAL%20LUV.mp3	55.542	15	
319	1i81dQboQ91QbdO9d6bQ1Pi00dPP01li	Din Don Dan	Din Don Dan	Ryu☆ feat.Mayumi Morinaga	14	2,5,7,10,12,5,7,10,12	140	D	v0zo2ie7sw4nldv/Din%20Don%20Dan.mp3	73.242	15	
320	I8b69IdbID0Di06ldo6o1lb1IdI89Iqo	dirty digital	dirty digital	kors k	11	1,4,7,11,13,4,7,11,13	140	D	ma38xwe0ysfvghz/dirty%20digital.mp3	29.16	15	
321	6i000qlo9PD9oi9I9Qb990D6D9i19699	Dispersion Star	Dispersion Star	ZUKI	14	3,5,9,13,,5,9,14,	180	D	pfd3rssruhcphd6/Dispersion%20Star.mp3	6.669	15	
322	0DODq0P9Qi6i6q8QPoPPOiOi6ib0188b	District of the Shadows	District of the Shadows	DJ Noriken	16	3,6,12,16,,7,12,16,	150	D	q5n14pyriv1a9ei/District%20of%20the%20Shadows.mp3	69.985	15	
323	8Pb6oPdbO6lo8lbiQ181IDidI9ll8q80	DIVE TO THE NIGHT	DIVE TO THE NIGHT	小坂りゆ	6	3,4,8,11,,5,9,12,	155	D	iwo0x4630i9rk13/DIVE%20TO%20THE%20NIGHT.mp3	38.708	15	
324	OO0QbD9D6QQIb10Q9IDOQd8odb6ob6qP	DoLL	DoLL	TЁЯRA	8	4,5,8,12,13,5,8,12,14	170	D	676clk8zu6a60ms/DoLL.mp3	51.45	15	
